id,monday_id,campaign_name,company,status,budget,take_rate_pct,proposal_adjustments,seller_name,csm,list_builder,building_proposal_start,pending_approval_start,days_since_pending,risk_score,ai_insight,action_required,created_at,seller_sla,lb_sla,currency,proposal_delivery_date,audience_country,musical_genre,days_after_approved,Execution board start date
A3616,3616,Suno Creator Campaign (3 Creators),Suno,Approved,5400,25,,Justin Nho,,Genesis Martinez,2025-12-15,2025-12-15,,,,,2025-12-15,,,,,,,23.00,2026-01-07
A3306,3306,"Yahritza ""Pase a La Fama""","Hybe Latin America US, Inc.",Approved,12645,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-04-15,2025-04-21,,,,,2025-04-15,,,,,"MEX, US LATIN",Corridos,24.00,2025-05-15
A1112,1112,"Alex Sensation ""La Depre""",The Hachar Law Group,Approved,5000,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-08-26,2025-08-26,,,,,2025-08-26,,,,,LATAM,Urbano,24.00,2025-09-19
A3593,3593,Neton Vargas “Delirium”,Chinelo Creative,Approved,9500,25,3,Polina Andrieieva,Polina Andrieieva,Juan Val,2025-11-21,2025-11-21,,,,,2025-11-21,,,,2025-11-21,Argentina Colombia Spain,Regional,26.00,2025-12-17
A3594,3594,"Manuel Turizo ""Por un pendejo""",Sony Music Latin,Approved,10000,25,,Steven Campos,Camila Parra,Juan Val,2025-11-21,2025-11-21,,,,,2025-11-21,,,,2025-11-21,"Spain & Mexico (Debe ser enfocado en España (más que todo) y México, pueden llegar a ser creators de US Latin que tenga fuerza en esos mercados pero sin perder el foco de esos países que es donde mejor le va a él.",,26.00,2025-12-17
A3564,3564,Laufey Christmas 2025,D Music Marketing,Approved,5000,25,1,Steven Campos,Polina Andrieieva,Genesis Martinez,2025-11-05,2025-11-12,,,,,2025-11-05,,,,2025-11-06,"MEX, ARG, CH",Pop,27.00,2025-12-09
A3507,3507,Destino Reviewers New Release,"Hybe Latin America US, Inc.",Approved,5000,25,,Steven Campos,Polina Andrieieva,Genesis Martinez,2025-10-22,2025-10-21,,,,,2025-10-22,,,,,Mexico,,28.00,2025-11-18
A3667,3667,Maluma - Always On Strategy,Sony Music Regional,Approved,57000,20,,Steven Campos,Camila Parra,Juan Val,2026-01-06,2026-01-07,,,,,2026-01-06,,,,,"COL, PER, CHI, ARG, CAC, MEX, ESP",Reggaeton,28.00,2026-02-04
A3621,3621,"DE LA GHETTO ""COMERNOS""",XYZ,Approved,1750,16,,Steven Campos,Polina Andrieieva,Juan Val,2025-12-09,2025-12-09,,,,,2025-12-09,,,,2025-12-09,MEXICO + COLOMBIA,Urbano,31.00,2026-01-09
A3622,3622,"DE LA GHETTO ""Dhemo""",XYZ,Approved,1750,16,,Steven Campos,Polina Andrieieva,Juan Val,2025-12-09,2025-12-09,,,,,2025-12-09,,,,2025-12-09,"Mexico, Colombia",,31.00,2026-01-09
A3590,3590,Mecano - Un Año Más,InPulse Digital LLC,Approved,2300,25,,Polina Andrieieva,,valentina.semprun@influur.com,2025-11-14,2025-11-14,,,,,2025-11-14,,,,2025-11-15,México,,32.00,2025-12-16
A3048,3048,"Kat Dhalia ""Electrika""",Rebeleon,Approved,7000,,,Steven Campos,,,2025-03-26,2025-03-27,,,,,2025-03-26,,,,,"COL, US LATIN, CH, MEX","Indie, Pop",34.00,2025-04-30
A3184,3184,"Alex Rose ""Mejor que Antes""",XYZ,Approved,3480,,,Polina Andrieieva,,"Polina Andrieieva, Genesis Martinez",2025-07-17,2025-07-21,,,,,2025-07-17,,,,,"US LATIN, MX, MEX, SPAIN, CHI","Reggaeton, reggaeton",35.00,2025-08-25
A3033,3033,Mecano | 7 de Septiembre,InPulse Digital LLC,Approved,3500,,,Polina Andrieieva,,"camila.parra@influur.com, Juan Val",2025-07-22,2025-07-23,,,,,2025-07-22,,,,,"MEX, ESP, COL, CHI, PER",Pop,41.00,2025-09-02
A3324,3324,"Barões da Pisadinha ""Camila""","Meta Platforms, Inc.",Approved,24000,,,No asignado,,,2025-06-25,2025-06-25,,,,,2025-06-25,,,,,BR,,44.00,2025-08-08
A3608,3608,Joe Keery’s - DJO,XYZ,Approved,2010,16,3,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-11-11,2025-11-11,,,,,2025-11-11,,,,2025-11-13,Lista 1: MEX 50% y BR 50% Lista 2: MEX 50% y BR 25% Y ARG 25%,,49.00,2025-12-30
A1108,1108,"Esaú Ortiz ""Petacona"" - Warm Up",Sony Music Mexico,Approved,5450,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-17,2025-09-17,,,,,2025-09-17,,,,,Mexico,,54.00,2025-11-10
A3688,3688,"Lenny Tavarez ""Juicy""",Platoon (Latin Division),Approved,15000,25,1,Polina Andrieieva,Polina Andrieieva,Carolina Anaya,2025-12-16,2025-12-17,,,,,2025-12-16,,,,2025-12-19,"Mexico, Colombia, Spain, Argentina, Chile, Us Latin",Reggaeton,57.00,2026-02-12
A3462,3462,ESPN DEPORTES - HOUSTON - Watch Party Clasico Real madrid - Barcelona,ESPN Deportes,Approved,15000,,,Steven Campos,,valentina.semprun@influur.com,2025-08-05,2025-08-08,,,,,2025-08-05,,,,,"US LATIN, US",,63.00,2025-10-10
A3343,3343,"Burna Boy ""TATATA"" Meta BR Campaign","Meta Platforms, Inc.",Approved,10000,,,Justin Nho,,camila.parra@influur.com,2025-06-12,2025-06-13,,,,,2025-06-10,,,,,BR,,91.00,2025-09-12
A3461,3461,Joony - PIMPIN (feat. Isaiah Falls & Larry June),XYZ,Approved,3836,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-07-25,2025-07-28,,,,,2025-07-25,,,,,,,105.00,2025-11-10
A3020,3020,Banda los Recoditos - De esta me levanto,Banda El Recodo,Approved,1500,,,Polina Andrieieva,,Juan Val,2025-07-15,2025-07-15,,,,,2025-07-15,,,,,MEX,Regional,118.00,2025-11-10
A3128,3128,Marcos Villalobos x Daniel Cuevas “Maniaca” 💚,Sony Music Mexico,Approved,3250,,,Polina Andrieieva,,,2025-06-27,2025-06-30,,,,,2025-06-27,,,,,MEX,Regional,133.00,2025-11-10
A3097,3097,"Yarge ""Ïmposible""",XYZ,Approved,1000,,,Steven Campos,,Juan Val,2025-06-27,,,,,,2025-06-27,,,,,"CH, ARG",Pop,,2025-06-27
A3148,3148,"Karol G ""Latina Foreva""- Miami Event ""extra budget adjustment""",Interscope Records,Approved,400,,,Steven Campos,,Juan Val,2025-06-30,,,,,,2025-06-30,,,,,,,,2025-06-29
A3451,3451,June Ranked Media Gap Deal,,Approved,9234,,,Steven Campos,,,2025-07-01,,,,,,2025-07-01,,,,,,,,2025-07-01
A3450,3450,XYZ Gap Deal July 11,XYZ,Approved,5461.96,,,Steven Campos,,,2025-07-11,,,,,,2025-07-11,,,,,,,,2025-07-11
A3143,3143,"Frank Miami & lirios ""Acercate"" (micros)",Carbon Fiber Music,Approved,5000,,,Polina Andrieieva,,,2025-07-16,,,,,,2025-07-16,,,,,"ARG, COL, CH, MEX",Christian,,2025-07-17
A3395,3395,Xiana - Jump,Mind Of A Mogul INC,Approved,1000,,,Polina Andrieieva,,Genesis Martinez,2025-07-16,,,,,,2025-07-16,,,,,COL,Dancehall,,2025-07-17
A3240,3240,"Beele ""Si Te pillara"" - Alanaflores","5020 Records, Sony Music",Approved,6700,,,Camila Parra,,,2025-07-24,,,,,,2025-07-24,,,,,MEX,"Reggaeton, reggaeton",,2025-07-24
A3456,3456,"Reik, Xavi ""La del primer puesto""",Sony Music Mexico,Approved,100000,,,Polina Andrieieva,,,2025-07-26,,,,,,2025-07-26,,,,,,,,2025-07-25
A3449,3449,XYZ - July Added TPV Deal,,Approved,21446.55,,,Steven Campos,,"Juan Val, Julius Breyer",2025-07-25,,,,,,2025-07-25,,,,,,,,2025-07-25
A3352,3352,SoundCloud Reviewer Musica Regional,XYZ,Approved,105,,,Polina Andrieieva,,Juan Val,2025-07-28,,,,,,2025-07-28,,,,,MEX,"Electronica, Electro Corridos",,2025-07-28
A890,890,Banda Los Recoditos - De esta me levanto ( micros adicional),Banda El Recodo,Declined,324,,,Polina Andrieieva,,,2025-07-30,,,,,,2025-07-30,,,,,,,,2025-07-30
A3211,3211,"Fonseca & Manuel Medrano ""Enamorarte mil veces"" - Micros",Sony Music Colombia,Approved,4000,,,Steven Campos,,,2025-08-08,,,,,,2025-08-08,,,,,COL,tropical,,2025-08-08
A3093,3093,"Sebastian Yatra ""Templo de piceas"" (clone)",Universal Music Latin,Approved,10000,,,Steven Campos,,,2025-08-12,,,,,,2025-08-12,,,,,,,,2025-08-13
A3142,3142,"Sebastian Yatra ""Milagros"" (clone)",Universal Music Latin,Approved,13000,,,Steven Campos,,Juan Val,2025-08-12,,,,,,2025-08-12,,,,,,,,2025-08-13
A3337,3337,Alejandro Sanz & Carin Leon “El vino de tu boca” - Spain,Sony Music Spain,Approved,4270,,,Steven Campos,,"camila.parra@influur.com, Genesis Martinez",2025-08-14,,,,,,2025-08-14,,,,,ESP,Pop,,2025-08-14
A3452,3452,Charles Ans & Adán Cruz,Verge Records International Inc.,Approved,5000,,,Steven Campos,,,2025-08-15,,,,,,2025-08-15,,,,,,,,2025-08-15
A3454,3454,Ranked Media August 15 gap,XYZ,Approved,22992.05,,,Steven Campos,,,2025-08-15,,,,,,2025-08-15,,,,,,,,2025-08-15
A3371,3371,"Danny Ocean ""Corazón"" - Meta",Warner Regional Latam,Approved,15000,,,Steven Campos,,,2025-08-18,,,,,,2025-08-18,,,,,,,,2025-08-18
A3378,3378,Yovng Chimi -   TBC - EDM featuring Chimi rapping,Roc Nation,Approved,10000,,,Steven Campos,,camila.parra@influur.com,2025-08-18,,,,,,2025-08-18,,,,,"SPAIN, MEX, US LATIN",Trap,,2025-08-18
A3037,3037,"Elena Rose & Jquiles ""Cosita Linda"" - Meta",Warner Regional Latam,Approved,10000,,,Steven Campos,,,2025-08-19,,,,,,2025-08-19,,,,,,,,2025-08-19
A1119,1119,"Sebastian Yatra , Xavi - Video LA",Habibi,Approved,25535,,,Steven Campos,Polina Andrieieva,Juan Val,2025-08-21,,,,,,2025-08-21,,,,,US LATIN,Reggaeton,,2025-08-20
A3453,3453,"Dominican republic - Mexico ""Te sonrie"" (clone)",Ministry of Tourism of the Dominican Republic,Approved,619744,,,Steven Campos,,,2025-08-21,,,,,,2025-08-21,,,,,,,,2025-08-20
A1099,1099,Karol G Viajando por El Mundo - IG Stories,XYZ,Approved,3350,,,Steven Campos,Polina Andrieieva,Juan Val,2025-08-20,,,,,,2025-08-20,,,,,"LATAM, US LATIN","Reggaeton, tropical",,2025-08-20
A3455,3455,"Dominican republic - Mexico ""Te sonrie""",,Approved,33000,,,Steven Campos,,,2025-08-20,,,,,,2025-08-20,,,,,,,,2025-08-20
A1027,1027,"Barbararamirez ""Cosita Linda"" & Tammyparra ""Bellakita"" - LA",Warner Regional Latam,Approved,5750,,,Steven Campos,Camila Parra,Genesis Martinez,2025-08-22,,,,,,2025-08-22,,,,,"US LATIN, MEX",Reggaeton,,2025-08-22
A3191,3191,Bruses CDMX Activation,RCA Records,Approved,3400,,,Justin Nho,,Genesis Martinez,2025-08-22,,,,,,2025-08-22,,,,,CDMX,Pop,,2025-08-22
A3187,3187,PALF 24 DE AGOSTO,"Hybe Latin America US, Inc.",Approved,0,,,No asignado,,,,,,,,,2025-08-14,,,,,MEX,Banda Regional,,2025-08-22
A1102,1102,"NXNNI “TONTA” / Danny Felix ""Ya Estas Con Otro""  Adicional Phase 2",Ayelet Corona Agency - ACA Marketing,Approved,1000,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-17,,,,,,2025-09-17,,,,,US LAT,Pop,,2025-09-17
A3459,3459,"Naver ""BAND"" US Influencer Campaign",NAVER,Approved,15000,,,Justin Nho,,Juan Val,2025-08-25,,,,,,2025-08-22,,,,,,,,2025-09-30
A1081,1081,Tainy & Feid “Monstruo” COL Activation,"Meta Platforms, Inc.",Approved,30000,25,,Steven Campos,Justin Nho,"Juan Val, Julius Breyer",2025-10-21,,,,,,2025-10-21,,,,,Colombia,,,2025-10-23
A1082,1082,Formula 1 Mexico - Meta Proposal,"Meta Platforms, Inc.",Approved,100000,,,Steven Campos,Justin Nho,valentina.semprun@influur.com,2025-10-21,,,,,,2025-10-21,,,,,,,,2025-10-24
A1158,1158,"PABLO ALBORÁN ""Mis 36""",XYZ,Approved,5360,25,,Steven Campos,Polina Andrieieva,Juan Val,,,,,,,2025-10-21,,,,,EX 50% y US Latin 50%,,,2025-10-24
A1068,1068,"Maria Becerra ""Jojo"" - Miami",Warner Music Latina Inc.,Approved,5600,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-10-29,,,,,,2025-10-29,,,,,,,,2025-10-29
A1069,1069,"Maria Becerra & Jhay Weeler ""Romantica"" - Miami",Warner Music Latina Inc.,Approved,3000,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-10-29,,,,,,2025-10-29,,,,,,,,2025-10-29
A1075,1075,"Elena Rose ""Luna de miel"" Karenbarrera",Warner Regional Latam,Approved,0,25,,Steven Campos,Camila Parra,Juan Val,2025-11-03,,,,,,2025-11-03,,,,,,,,2025-11-03
A3497,3497,"*(Manual) Cobuz & Bustta ft. Brray ""Angel""",XYZ,Approved,2000,,,Steven Campos,,valentina.semprun@influur.com,2025-11-14,,,,,,2025-11-14,,,,,,,,2025-11-14
A3499,3499,Elena Rose - Latin Grammys x Galore,Warner Regional Latam,Approved,0,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-11-15,,,,,,2025-11-15,,,,,,,,2025-11-15
A3501,3501,Cobuz & Bustta ft. Brray “Angel,XYZ,Approved,2000,16,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-11-17,,,,,,2025-11-17,,,,,,,,2025-11-17
A3504,3504,Rosalia “La Perla” Boostcodes,"Sony Music Entertainment España, S.L.",Approved,1160,20,,Steven Campos,Camila Parra,Juan Val,2025-11-15,,,,,,2025-11-13,,,,,,,,2025-11-18
A3503,3503,Rosalia “Luxx” Album Boostcodes,"Sony Music Entertainment España, S.L.",Approved,1160,20,,Steven Campos,Camila Parra,Juan Val,2025-11-15,,,,,,2025-11-15,,,,,,,,2025-11-18
A3563,3563,Danieladovidio Package Dec'25 - Music,Warner Regional Latam,Approved,0,25,,Steven Campos,Camila Parra,Juan Val,2025-12-09,,,,,,2025-12-09,,,,,,,,2025-12-09
A3577,3577,Danny Ocean - Music Explainers US,Warner Music Latina Inc.,Approved,10000,25,,Steven Campos,Camila Parra,Genesis Martinez,2025-12-11,,,,,,2025-12-11,,,,,,,,2025-12-11
A3583,3583,Maria Becerra x River - Social Spread,Warner Music Latina Inc.,Approved,5000,25,,Steven Campos,Camila Parra,Juan Val,2025-12-14,,,,,,2025-12-14,,,,,,,,2025-12-14
A3589,3589,Fred Again - Social Spread ARG,Warner Regional Latam,Approved,2500,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-12-15,,,,,,2025-12-15,,,,,,,,2025-12-16
A3600,3600,Playlist “Por si se les olvidaba” x @israeltorres,Warner Regional Latam,Approved,870,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-12-19,,,,,,2025-12-19,,,,,,,,2025-12-19
A3617,3617,Bruno Mars x @jaimerm,Warner Regional Latam,Approved,680,25,,Steven Campos,Camila Parra,,2026-01-07,,,,,,2026-01-07,,,,,Colombia,,,2026-01-07
A3624,3624,Bruno Mars - Social Spread,Warner Regional Latam,Approved,3000,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2026-01-09,,,,,,2026-01-09,,,,,,,,2026-01-12
A3632,3632,Bruno Mars x @jaimerm | Replica reel,Warner Regional Latam,Approved,0,25,,Steven Campos,Camila Parra,Genesis Martinez,2026-01-14,,,,,,2026-01-14,,,,,,,,2026-01-14
A3647,3647,"Harry Styles ""Aperture"" Phase 1",Sony Music Regional,Approved,0,20,,Steven Campos,Camila Parra,Genesis Martinez,2026-01-26,,,,,,2026-01-26,,,,,,,,2026-01-26
A3660,3660,Reviewer Mix Tracks,Warner Regional Latam,Approved,0,20,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2026-02-03,,,,,,2026-02-03,,,,,,,,2026-02-03
A3664,3664,"Tokischa ""Ridin"" Dance Class Miami | MX",Warner Music Mexico,Approved,3250,25,,Steven Campos,Camila Parra,Carolina Anaya,2026-02-03,,,,,,2026-02-03,,,,,,,,2026-02-03
A3672,3672,"Peso Pluma, Tito Double P “Daño”Ig Reels ( Fase 2,3) (copy)",XYZ,Approved,18320,16,,Steven Campos,Polina Andrieieva,Genesis Martinez,2026-02-05,,,,,,2026-02-03,,,,2026-02-03,"US LATIN, MEX, US Latin, Mex, Us Latin",Corridos,,2026-02-05
A3687,3687,"Rosalia ""Sauvignon Blanc"" BR Micro",Sony Music Regional,Approved,1500,20,,Steven Campos,Camila Parra,Carolina Anaya,2026-02-11,,,,,,2026-02-12,,,,,,,,2026-02-11
A1023,1023,Kris R x Warner Music Latin - Social Spread,Warner Music Latina Inc.,Approved,5890,25,,Steven Campos,Camila Parra,Juan Val,2025-09-15,a,,,,,2025-09-15,,,,,US,Rap,,2025-09-15
A3393,3393,"Sebastian Yatra ""Milagros""",Universal Music Latin,Approved,13000,,1,Steven Campos,,valentina.semprun@influur.com,2025-07-17,2025-07-23,,,,,2025-07-01,,,,,"US LATIN, SPAIN, COL, MEX","Balada Pop, Reggaeton, POP",,2025-04-29
A3073,3073,"Maluma&Adam Levine ""Rude Boyz""",Sony Music Mexico,Approved,24000,,,Polina Andrieieva,,,2022-05-12,2022-05-12,,,,,2022-05-12,,,,,MEX,,,
A2982,2982,"Thalia ""Psycho Bitch"" (Phase 1)",Sony Music Latam,Approved,,,,Polina Andrieieva,,,2022-09-26,2022-09-26,,,,,2022-09-26,,,,,,,,
A2969,2969,Morat & Juanes “506”,Universal co,Approved,2000,,,Steven Campos,,camila.parra@influur.com,2022-10-01,2022-10-01,,,,,2022-10-01,,,,,"COL, PER",,,
A1173,1173,Izzy La Reina - “Alejate”,XYZ,Approved,8000,,,Steven Campos,,Juan Val,2022-10-06,2022-10-06,,,,,2022-10-06,,,,,"MEX, LATAM",,,
A1199,1199,"Gale ""D Pic”",XYZ,Approved,2000,,,Steven Campos,,,2022-10-10,2022-10-10,,,,,2022-10-10,,,,,LATAM,,,
A1209,1209,Romeo Santos “El Pañuelo”,XYZ,Approved,2000,,,Steven Campos,,,2022-10-10,2022-10-10,,,,,2022-10-10,,,,,"MEX, PR",,,
A3053,3053,Ludmilla Ft. Sean Paul “Tic Tac”,Warner Regional Latam,Approved,5000,,,Steven Campos,,camila.parra@influur.com,2022-10-11,2022-10-11,,,,,2022-10-11,,,,,"MEX, US LATIN",,,
A1182,1182,Romeo Santos - ”Me extraño”,XYZ,Approved,1972,,,Steven Campos,,,2022-10-14,2022-10-14,,,,,2022-10-14,,,,,MEX,,,
A1277,1277,Last Monday - “Con to´”,ByAssociation,Approved,1560,,,No asignado,,,2022-10-17,2022-10-17,,,,,2022-10-17,,,,,"LATAM, US LATIN",,,
A2987,2987,"Dei V ""Damelu""",Universal Music Latin,Approved,3720,,,Steven Campos,,Juan Val,2022-10-17,2022-10-17,,,,,2022-10-17,,,,,US LATIN,,,
A1220,1220,Joss Favela - “La Bailadora”,XYZ,Approved,8000,,,Steven Campos,,,2022-10-18,2022-10-18,,,,,2022-10-18,,,,,,,,
A2979,2979,"Jowell y Randy ""Toro"" (phase 2)",Rimas Entertainment LLC,Approved,14520,,,Steven Campos,,Genesis Martinez,2022-10-20,2022-10-20,,,,,2022-10-20,,,,,"MEX, ESP, COL",,,
A2999,2999,Lyanno “Salvaje”,Rimas Entertainment LLC,Approved,10000,,,Steven Campos,,"Genesis Martinez, camila.parra@influur.com",2022-10-20,2022-10-20,,,,,2022-10-20,,,,,"MEX, ESP, ARG, COL",,,
A2991,2991,"Mar Mejia ""Victory""",Ghersi Management,Approved,700,,,No asignado,,Genesis Martinez,2022-10-21,2022-10-21,,,,,2022-10-21,,,,,"MEX, US LATIN",,,
A1436,1436,"Thalia ""Psycho Bitch"" (Phase 2)",Sony Music Latam,Approved,14904,,,Steven Campos,,,2022-10-22,2022-10-22,,,,,2022-10-22,,,,,"MEX, COL, US LATIN, CH, RD",,,
A3092,3092,"Morat, Feid ""Salir Con Vida""",Universal co,Approved,5000,,,Steven Campos,,,2022-10-24,2022-10-24,,,,,2022-10-24,,,,,"COL, PER, ECU",,,
A1266,1266,"Mola Mola ""Aguadilla""",Molamola,Approved,972,,,No asignado,,,2022-10-28,2022-10-28,,,,,2022-10-28,,,,,PR,,,
A3068,3068,"Andres Obregon ""Dias Buenos Dias Malos""",Sony Music Mexico,Approved,855,,,Polina Andrieieva,,camila.parra@influur.com,2022-10-28,2022-10-28,,,,,2022-10-28,,,,,MEX,,,
A1260,1260,"RudeBoyz&Maluma&AdamLevine ""Ojalá""",XYZ,Approved,10380,,,Steven Campos,,,2022-11-02,2022-11-02,,,,,2022-11-02,,,,,"COL, MEX, ARG, ESP, US LATIN, ECU, PER",,,
A3160,3160,"Chesca ""Activa""",Saban Music Group,Approved,9960,,,Steven Campos,,Juan Val,2022-11-04,2022-11-04,,,,,2022-11-04,,,,,"ARG, MEX, CH, COL, US LATIN",,,
A1253,1253,"Nathy Peluso ""Estas buenisima""",XYZ,Approved,3764,,,Steven Campos,,,2022-11-07,2022-11-07,,,,,2022-11-07,,,,,"US LATIN, MEX",,,
A3006,3006,"Jossef ""Obvio""",NevarezPR,Approved,5000,,,Steven Campos,,camila.parra@influur.com,2022-11-07,2022-11-07,,,,,2022-11-07,,,,,"COL, MEX, ECU, PER, US LATIN",,,
A3106,3106,Danny Ocean Review,Warner Regional Latam,Approved,3500,,,Steven Campos,,camila.parra@influur.com,2022-11-11,2022-11-11,,,,,2022-11-11,,,,,US LATIN,,,
A1251,1251,Beatriz Sanchez “El Ladrón De Mi Sueño”,XYZ,Approved,3840,,,Steven Campos,,,2022-11-12,2022-11-12,,,,,2022-11-12,,,,,MEX,,,
A3102,3102,"TIMO ""Salvavidas""",Universal co,Approved,6000,,,Steven Campos,,,2022-11-14,2022-11-14,,,,,2022-11-14,,,,,"MEX, COL, ECU, PER",,,
A1360,1360,"Brytiago x Lenny Távarez x Beéle ""Aroma""",ONErpm,Approved,1968,,,Steven Campos,,,2022-11-18,2022-11-18,,,,,2022-11-18,,,,,US LATIN,,,
A3194,3194,"KYEN?ES? ""Pa Que Le De""",Saban Music Group,Approved,10000,,,Steven Campos,,Juan Val,2022-11-18,2022-11-18,,,,,2022-11-18,,,,,"MEX, ESP, US LATIN",,,
A3231,3231,"Karol G ""EL CAIRO""",Universal co,Approved,10452,,,Steven Campos,,"Juan Val, maria.escobar@influur.com",2022-11-18,2022-11-18,,,,,2022-11-18,,,,,"COL, ECU, PER",,,
A1305,1305,Estevie “Chiki Bombón”,Niceliife,Approved,984,,,Steven Campos,,,2022-11-24,2022-11-24,,,,,2022-11-24,,,,,"MEX, COL, US LATIN",,,
A1438,1438,"st. Pedro ""Otra Navidad :(""",Interscope Records,Approved,7956,,,Steven Campos,,,2022-11-24,2022-11-24,,,,,2022-11-24,,,,,ESP,,,
A1496,1496,"Tokischa, Natanael Cano ""Kilos de Amor:",XYZ,Approved,7467,,,Steven Campos,,,2022-11-25,2022-11-25,,,,,2022-11-25,,,,,"MEX, US LATIN",,,
A3225,3225,"Gigi Mendez ""Confesá""",Vibras Lab,Approved,1500,,,Steven Campos,,valentina.semprun@influur.com,2022-12-06,2022-12-06,,,,,2022-12-06,,,,,"MEX, COL, VZ",,,
A1377,1377,"Boza""Booty Puty "" Fase 1",XYZ,Approved,1600,,,Steven Campos,,,2022-12-08,2022-12-08,,,,,2022-12-08,,,,,"COL, CH, ESP, MEX",,,
A1391,1391,"Nati Natasha ""To esto es tuyo""",NevarezPR,Approved,30000,,,Steven Campos,,,2022-12-09,2022-12-09,,,,,2022-12-09,,,,,"MEX, RD, COL",,,
A1213,1213,"Sofia Reyes ""Mas""",XYZ,Approved,5000,,,Steven Campos,,,2022-12-10,2022-12-10,,,,,2022-12-10,,,,,MEX,,,
A1215,1215,"Emilia ""Underground""",XYZ,Approved,8000,,,Steven Campos,,,2022-12-10,2022-12-10,,,,,2022-12-10,,,,,"ARG, MEX, ESP",,,
A1379,1379,"Boza""Booty Puty"" Fase 2",XYZ,Approved,2400,,,Steven Campos,,,2022-12-10,2022-12-10,,,,,2022-12-10,,,,,"CH, PER, COL, ESP",,,
A1382,1382,"MiloMae - ""Bellaco""",Universal co,Approved,5000,,,Steven Campos,,,2022-12-10,2022-12-10,,,,,2022-12-10,,,,,MEX,,,
A1424,1424,"LeCoco ""Indestructible""",XYZ,Approved,1200,,,Steven Campos,,,2022-12-10,2022-12-10,,,,,2022-12-10,,,,,"MEX, VZ, US LATIN",,,
A3135,3135,Yubeili “Copiloto”,Saban Music Group,Approved,9996,,,Steven Campos,,,2022-12-15,2022-12-15,,,,,2022-12-15,,,,,"MEX, CH, ARG",,,
A1449,1449,"Jowell&Randy y Wisin&Yandel ""Si te pillo""",Rimas Entertainment LLC,Approved,39960,,,Steven Campos,,,2022-12-16,2022-12-16,,,,,2022-12-16,,,,,"MEX, US LATIN, COL, CH",,,
A1177,1177,"Eladio Carrión ""Si la calle llama""",Rimas Entertainment LLC,Approved,20000,,,Steven Campos,,,2022-12-17,2022-12-17,,,,,2022-12-17,,,,,"MEX, ARG, CH, ESP, PR",,,
A1184,1184,"Llane ""Parcerita""",Music VIP,Approved,10000,,,Steven Campos,,,2022-12-19,2022-12-19,,,,,2022-12-19,,,,,"MEX, COL, ESP",,,
A3208,3208,David Guetta -  Listas Uruguay Perú,Warner Regional Latam,Approved,10000,,,Steven Campos,,Juan Val,2022-12-19,2022-12-19,,,,,2022-12-19,,,,,"UY, PER",,,
A3365,3365,"Joyce Santana ""Mas Grande""",Rimas Entertainment LLC,Approved,5000,,,Steven Campos,,Juan Val,2022-12-19,2022-12-19,,,,,2022-12-19,,,,,PR,,,
A3295,3295,"Robi ""Tu mundo""",Interscope Records,Approved,5000,,,Steven Campos,,Genesis Martinez,2022-12-20,2022-12-20,,,,,2022-12-20,,,,,"MEX, US LATIN, PR, ESP",,,
A1174,1174,"Grupo Firme ,Carin Leon ""Que Vuelvas""",XYZ,Approved,8000,,,Steven Campos,,,2022-12-23,2022-12-23,,,,,2022-12-23,,,,,"MEX, US LATIN",,,
A3267,3267,"Ovy on the Drums, Ozuna ""CHAO BEBE""",Warner Regional Latam,Approved,8000,,,Steven Campos,,"camila.parra@influur.com, Juan Val",2022-12-27,2022-12-27,,,,,2022-12-27,,,,,"COL, MEX, CH, ARG",,,
A3192,3192,Top Latin Hits,Warner Regional Latam,Approved,8000,,,Steven Campos,,Juan Meza,2022-12-29,2022-12-29,,,,,2022-12-29,,,,,"COL, CH, ARG, US LATIN, ESP, RD",,,
A1387,1387,Le Coco -Cristales,XYZ,Approved,2000,,,Steven Campos,,,2022-12-31,2022-12-31,,,,,2022-12-31,,,,,"US LATIN, VZ",,,
A1388,1388,Ela Taubert,XYZ,Approved,2100,,,Steven Campos,,,2022-12-31,2022-12-31,,,,,2022-12-31,,,,,"COL, US LATIN, MEX",,,
A1425,1425,"Robi ""Tu Mundo"" Fase 2",Interscope Records,Approved,5000,,,Steven Campos,,,2022-12-31,2022-12-31,,,,,2022-12-31,,,,,"MEX, ESP, US LATIN, ARG",,,
A3354,3354,"Dekko ""No Joda""",Interscope Records,Approved,4000,,,Steven Campos,,Juan Val,2023-01-02,2023-01-02,,,,,2023-01-02,,,,,"MEX, COL",,,
